"date","ET0","RAD","TMX","TMA","TMN","HMX","HMN","PRE","WIN"
2012-04-07,1.33,12.2,1.29,-2.54,-6.01,78.37,44.92,1.2,1.2
2012-04-14,1.35,12.68,2.42,-2.07,-6.8,71.55,34.09,2.27,1.4
2012-04-21,1.53,12.04,6.59,2.39,-1.99,67.38,37.19,2.04,1.54
2012-04-28,1.75,12.32,12.17,7.58,3.13,76.48,39.09,2.73,1.1
2012-05-05,2.04,15.25,17.18,11.46,6.87,62.27,27.56,0.34,1.2
2012-05-12,1.64,11.87,10.94,5.97,2.45,82.43,44.71,3.75,0.81
2012-05-19,2.05,15.64,15.46,9.21,4.03,64.14,27.51,0.86,1.06
2012-05-26,1.69,10.26,11.74,7.1,3.75,88.72,49.48,2.99,0.81
2012-06-02,2.06,15.88,14.9,9.27,4.14,59.85,24.95,0.44,1.55
2012-06-09,1.61,10.27,10.47,6.29,2.75,88.98,52.44,3.76,1.1
2012-06-16,1.31,10.95,6.73,2.04,-1.94,85.3,45.07,3.51,0.82
2012-06-23,1.18,9.96,6.23,2.39,-0.27,89.29,51.27,3.14,0.98
2012-06-30,1.61,14.49,8.63,3.92,-0.65,82.35,42,3.16,1.27
2012-07-07,1.81,11.01,12.21,7.28,3.48,80.77,37.2,1.94,1.08
2012-07-14,1.99,14.19,12.45,7.52,2.69,83.83,39.8,1.95,1.09
2012-07-21,1.68,18.99,8.64,2.69,-2.65,75.75,21.13,1.83,1.15
2012-07-28,1.44,12.8,9.26,4.77,1.28,83.12,41.66,3.43,1.18
2012-08-04,1.74,12.33,11.23,6.01,2.21,83.7,34.05,1.46,1.03
2012-08-11,1.43,10.62,8.93,4.71,1.04,86.94,50.67,3.03,1.31
2012-08-18,1.02,9.29,5.85,2.02,-1.29,85.43,54.63,3.05,0.97
2012-08-25,1.84,11.63,12.28,7.47,3.69,84.85,42.8,2.13,0.94
2012-09-01,1.87,13.37,11.69,6.87,2.51,82.28,40.1,1.14,1.03
2012-09-08,1.69,11.15,11.23,6.76,3.11,83.68,41.63,2.42,1.01
2012-09-15,1.44,8.77,9.33,4.71,1.25,87.24,51.83,3.25,1.29
2012-09-22,1.28,12.45,7.73,3.46,-0.13,86.58,43.38,3.09,1.1
2012-09-29,1.73,15.64,10.38,5.28,0.87,75.59,32.96,0.2,0.99
2012-10-06,1.33,9.79,9,4.84,1.84,88.89,53.4,3.1,0.95
2012-10-13,1.71,13.38,10.65,5.7,1.74,83.53,39.18,2.11,1
2012-10-20,1.94,16.46,11.87,6.35,1.62,85.65,34.48,1.62,0.89
2012-10-27,2.21,15.65,15.26,9.06,4.65,84.42,35.43,3.05,1.14
2012-11-03,1.56,9.84,8.72,3.74,-0.61,82.6,46.68,3.57,0.98
2012-11-10,1.8,12.55,12,6.63,2.69,83.38,38.98,2.67,0.82
2012-11-17,1.65,13.64,9.78,4.65,0.37,77.39,37.28,3.17,1.15
2012-11-24,1.68,15.47,9.63,4.35,-0.35,85.3,40.3,2.04,0.93
2012-12-01,1.49,7.93,9.12,5.61,1.88,91.89,62.99,4.78,1.17
2012-12-08,1.51,11.62,10.21,6.35,3.24,87.69,54.02,2.79,0.81
2012-12-15,1.6,10.76,9.89,5.72,1.93,91.96,47.47,2.21,0.98
2012-12-22,1.64,12.4,10.92,6.04,2.34,79.34,44.74,4.1,0.96
2012-12-29,1.78,13.72,13.28,8.53,4.31,73.46,37.75,3.43,0.85
2013-01-05,1.35,11.2,3.03,-1.02,-4.65,95.77,52.65,3.73,0.76
2013-01-12,1.6,12.65,9.44,4.47,0.55,81.18,38.53,3.67,1.11
2013-01-19,1.6,13.23,10.88,6.05,2.59,78.85,42.41,4.5,1.33
2013-01-26,1.66,13.64,12.1,7.19,3.61,86.26,36.84,1.97,0.99
2013-02-02,1.51,10.07,8.45,5.18,2.35,98.45,63.99,4.78,1.03
2013-02-09,1.46,10.13,3.18,-1.71,-6.63,82.16,36.39,2.44,1.19
2013-02-16,1.49,11.98,4.17,-0.37,-4.7,86.47,45.35,3.83,0.96
2013-02-23,1.6,13.01,9.68,4.07,0.51,84.81,43.01,1.38,0.94
2013-03-02,1.65,13,12.27,6.78,2.06,95.34,46.39,2.27,1.07
2013-03-09,1.65,13.3,11.45,5.95,2.74,70.05,36.54,2.13,0.82
2013-03-16,1.69,13.2,13.89,9.21,5.47,78.55,37.94,1.59,1.55
2013-03-23,1.58,12,9.23,4.87,1.09,84.67,42.44,2.88,0.97
2013-03-30,1.47,9.45,5.39,2.75,0.03,97.59,66.72,4.31,1.11
2013-04-06,1.53,12.56,7.91,3.48,-0.05,85.13,45.95,2.35,1.09
2013-04-13,1.8,14.28,14.95,10.29,5.25,78.83,27.42,2.97,1.61
2013-04-20,1.4,12.79,4.5,-1.19,-5.27,76.41,34.95,3.31,0.93
2013-04-27,1.43,9.99,5.46,2.26,-0.64,87.63,55.26,3.51,0.85
2013-05-04,1.33,9.19,4.36,0.31,-2.84,89.05,50.95,3.91,1.04
2013-05-11,1.73,14.91,12.18,6.26,1.97,76.56,35.41,1.22,0.92
2013-05-18,1.5,7.32,10.34,7.15,4.87,96.37,61.68,3.04,0.47
2013-05-25,1.12,9.78,2.17,-1.79,-5.57,90.21,52.91,4.65,1.29
2013-06-01,1.34,10.81,6.86,2.45,-0.9,94.43,47.9,3.38,0.9
2013-06-08,1.12,8.5,3.9,0.67,-2.36,95.28,61.67,4.17,0.92
2013-06-15,1.33,10.31,7.38,3.16,0.49,95.84,48.16,2.17,0.86
2013-06-22,1.68,17,10.71,5.48,1.48,90.58,39.36,2.42,1.18
2013-06-29,1.7,9.61,12.14,7.65,4.53,92,52.41,3.71,1.07
2013-07-06,1.54,10.53,10.29,6.06,2.68,89.78,55.71,3.02,1.03
2013-07-13,1.81,11.8,12.61,7.21,3.4,87.19,44.49,1.52,1.07
2013-07-20,1.37,8.48,8.49,4.13,0.71,81.26,46.8,2.73,1.05
2013-07-27,1.23,8.68,7.29,3.52,0.34,89.46,50.41,4.05,1.27
2013-08-03,0.84,11.02,3.03,-0.98,-4.32,88.69,41.95,3.08,1.18
2013-08-10,0.82,9.92,4.74,1.13,-1.25,86.56,48.91,2.19,1.47
2013-08-17,1.44,11.84,8.57,3.36,-0.25,86.8,38.24,2.56,1.08
2013-08-24,1.92,16.63,11.29,6.1,1.35,80.71,38.21,-0.3,1.18
2013-08-31,1.48,9.01,9.69,5.23,1.89,88.85,47.09,3.51,1.23
2013-09-07,0.86,11.7,3.43,-1.2,-4.98,79.42,42.53,3.05,0.99
2013-09-14,1.43,12.35,9.23,4.87,1.31,81.68,41.91,1.64,0.97
2013-09-21,1.84,18.01,11.45,5.94,1.59,80.67,31.83,1.99,0.96
2013-09-28,1.78,14.52,11.53,5.9,2.16,89.44,38.95,2.38,1.07
2013-10-05,2.24,14.89,14.24,8.09,3.26,85.7,34.47,2.95,1.16
2013-10-12,2.4,19.16,14.01,8.09,2.15,76.61,25.83,2.4,0.96
2013-10-19,1.84,13.06,11.91,6.61,2.57,81.53,32.75,2.78,1.07
2013-10-26,1.63,14.02,10.13,5.08,1.02,83.36,40.76,2.91,1.07
2013-11-02,1.32,13.23,7.45,2.63,-0.92,85.27,43.29,3.5,1
2013-11-09,1.53,16.78,9.37,4.1,0.39,83.77,39.76,1.95,0.74
2013-11-16,1.84,14.69,13.02,7.91,3.98,86.38,43.7,1.91,0.92
2013-11-23,1.31,9.11,6,1.99,-2.06,86.67,45.71,3.14,1.12
2013-11-30,1.79,17.5,10.67,4.34,-0.46,75.59,20.87,2.07,1.04
2013-12-07,1.38,8.59,10.07,6.73,4.19,92.11,62.42,3.6,1.11
2013-12-14,1.36,9.17,8.14,4.87,1.98,89.98,62.12,0.91,0.87
2013-12-21,1.33,9,7,3.01,0.38,94.11,57.9,4.63,0.98
2013-12-28,1.69,14.24,11.46,6.33,2.34,81.2,33.84,1.47,0.96
2014-01-04,1.58,10.76,11.28,7.31,4.12,99.46,64.47,3.49,0.96
2014-01-11,1.42,9.51,8.37,5.46,2.77,100.63,66.51,3.65,1.5
2014-01-18,1.64,11.71,10.16,5.15,1.47,89.9,42.25,3.01,1.32
2014-01-25,1.66,12.76,11.82,6.03,2.19,91.85,44.55,3.66,0.86
2014-02-01,1.52,9.88,6.61,2.49,-1.28,98.55,57.27,4.47,1.25
2014-02-08,1.57,14.51,7.52,1.64,-3.15,69.3,23.13,0.12,1.4
2014-02-15,1.73,14.03,12.98,7.43,2.54,51.44,12.82,0.47,1.6
2014-02-22,1.73,13.16,15.38,9.22,5.47,80.47,32.35,1.59,0.68
2014-03-01,1.63,12.72,12.04,7.57,4.38,88.67,50.58,1.57,0.65
2014-03-08,1.52,11.12,8.77,5.31,2.69,108.48,78.11,5.09,1.31
2014-03-15,1.55,13.19,6.95,2.1,-0.81,89.55,37.04,2.13,0.97
2014-03-22,1.59,11.64,10.55,6.21,3.06,100.26,62.94,4.85,0.63
2014-03-29,1.63,12.55,11.84,7.57,4.21,96.24,48.58,3.71,0.95
2014-04-05,1.6,10.61,11.42,7.14,4.65,105.59,69.01,4.73,0.42
2014-04-12,1.56,12.35,8.54,4.08,0.79,96.56,47.52,3.86,0.94
2014-04-19,1.5,6.35,7.02,1.77,-2.75,101.58,57.92,5.87,0.47
2014-04-26,1.59,8.5,9.01,4.94,0.59,106.1,64.21,4.27,0.95
2014-05-03,1.61,10.75,10.54,5.24,1.06,106.8,58.62,4.51,1.11
2014-05-10,1.58,12.4,9.74,4.96,0.93,99.48,57.37,4.39,0.86
2014-05-17,1.52,9.22,8.74,4.82,1.38,100.27,53.13,3.51,0.75
2014-05-24,1.93,17.39,14.62,8.62,4.36,63,27.14,0.31,1.11
2014-05-31,1.97,16.53,15.36,10.18,5.92,67.85,28.79,0.86,1.36
2014-06-07,1.44,9.16,8.31,4.9,1.63,95,56.19,4.49,1.01
2014-06-14,1.75,16.72,11.14,5.62,1.35,78.42,31.24,0.62,0.93
2014-06-21,1.75,11.97,12.8,8.41,5.12,88.55,45.44,2.04,0.76
2014-06-28,1.66,15.41,10.59,5.81,1.83,81.01,34.5,0.72,1.34
2014-07-05,1.29,11.32,7.3,3.16,-0.35,85.86,47.13,3.66,1
2014-07-12,1.47,10.9,10.12,6.09,3.07,85.64,50.43,3.16,0.7
2014-07-19,1.63,15.91,9.56,4.61,0.26,82.34,36.34,1.75,1.05
2014-07-26,1.52,12.96,8.52,3.42,-0.74,91.69,43.52,3.39,1.09
2014-08-02,1.36,15.48,7.48,3.05,-0.82,71.18,35.56,0.22,1.48
2014-08-09,1.48,12.15,9.3,4.93,1.21,90.55,50.66,2.54,0.9
2014-08-16,1.45,13.99,8.03,3.03,-1.21,77.99,36.77,1.39,0.9
2014-08-23,2.37,20.2,14.24,7.86,2.61,84.94,27.67,2.37,1.05
2014-08-30,1.52,13.16,9.78,5.13,1.68,89.29,35.92,1.63,1.01
2014-09-06,1.48,13.67,8.45,3.46,-0.71,87.85,39.8,2.86,1.13
2014-09-13,0.8,6.63,4.86,1.57,-1.22,92.14,59.38,2.95,1.06
2014-09-20,1.35,10.06,7.97,3.53,-0.38,90.54,54.05,3.22,0.9
2014-09-27,1.01,10.18,6.08,2.43,-0.71,87.24,48.69,2.52,0.76
2014-10-04,1.57,12.4,10.6,6.18,2.56,89.01,43.66,2.88,0.85
2014-10-11,0.76,6.42,6.21,3.48,1.35,90.44,61.53,2.96,0.72
2014-10-18,1.24,9.03,7.97,3.32,0.48,89.89,49.97,3.25,0.92
2014-10-25,1.62,11.84,10.19,5.41,1.47,90.24,49.04,2.35,1.04
2014-11-01,0.81,7.97,4.3,0.99,-1.68,86.5,53.76,2.67,1.12
2014-11-08,0.86,7.42,3.83,0.66,-2.16,88.56,57.71,2.83,1.03
2014-11-15,1.33,11.63,7.99,3.89,0.56,86.17,45.54,2.69,1.26
2014-11-22,1.67,10.39,11.59,6.35,3.06,89.81,44.27,2.8,0.84
2014-11-29,1.51,12.86,9.15,3.89,0.41,90.53,41.42,2.27,1.1
2014-12-06,1.41,11,9.04,5.25,1.75,90.3,52.3,2.28,1.14
2014-12-13,1.85,16.33,12.25,6.35,1.72,88.03,36.27,0.52,1.1
2014-12-20,1.62,13.09,10.24,5.62,1.72,90.55,44.16,2.38,0.84
2014-12-27,1.51,8.57,11.16,7.89,5.02,95.82,72.62,4.13,1.03
2015-01-03,1.83,13.79,14.63,9.77,5.51,94.2,43.41,1.9,1.01
2015-01-10,1.53,14.24,8.08,3.14,-0.89,81.6,29.61,2.25,1.59
2015-01-17,1.69,15.02,11.9,6.34,2.25,81.49,35.37,2.5,1.27
2015-01-24,1.4,8.01,10.01,8.07,5.97,99.33,86.39,4.87,1.15
2015-01-31,1.47,9.81,8.92,6.35,3.81,104.27,72.84,4.02,0.86
2015-02-07,1.74,14.67,14.45,8.68,4.48,80.4,40.41,0.24,0.71
2015-02-14,1.61,11.47,11.95,8.77,5.84,106.59,77.28,3.78,0.66
2015-02-21,1.57,12.8,10.11,6.64,3.46,101.02,62.96,3.29,1.03
2015-02-28,1.55,12.21,10.11,6.66,3.62,92.76,58.35,3,0.66
2015-03-07,1.74,13.14,15.51,10.05,5.56,79.39,31.58,1.38,1.22
2015-03-14,1.54,12.65,6.95,2.52,-1.19,79.48,31.54,1.97,1.37
2015-03-21,1.55,13.03,7.25,3.9,-0.91,84.55,44.04,2.13,1.97
2015-03-28,1.73,13.38,14.06,8.73,4.2,74.12,30.36,1.36,1.28
2015-04-04,1.75,12.75,13.8,8.7,3.66,88.24,30.72,2.51,1.51
2015-04-11,1.58,11.57,9.28,5.18,1.95,101.16,61.43,4.07,0.41
2015-04-18,1.54,13.31,8.41,4.06,0.85,85.99,43.37,1.87,1.28
2015-04-25,1.46,12.51,5.59,0.49,-2.95,82.65,39.92,2.49,0.82
2015-05-02,1.61,11.97,10.22,5.93,2.04,80.84,43.52,3.4,1.26
2015-05-09,1.63,12.76,10.62,6.24,2.57,92.95,50.19,1.78,0.7
2015-05-16,1.52,10.92,8.77,5.08,2.04,92.33,45.09,3.57,1.12
2015-05-23,1.57,12.15,9.42,4.96,1.42,91.7,45.84,2.1,0.84
2015-05-30,1.82,16.29,12.61,7.19,2.7,54.71,23.43,0.31,1.5
2015-06-06,1.41,9.64,7.83,3.78,0.86,96.42,54.08,3.36,0.73
2015-06-13,1.46,9.1,9.19,5.32,2.67,102.86,59.33,3.86,0.63
2015-06-20,1.61,11.71,10.08,5.27,1.45,84.56,40.24,3.59,1.63
2015-06-27,1.4,16.11,6.34,1.41,-3.08,81.41,28.3,1.27,1.5
2015-07-04,2.22,17.93,15.87,9.43,4.41,75.72,26.21,0.43,1.18
2015-07-11,1.99,16.74,12.73,6.97,1.4,75.72,28.7,0.34,1.15
2015-07-18,1.6,12.29,10.03,5.16,1.2,94.78,45.71,2.25,1.21
2015-07-25,1.57,8.65,11.05,6.99,3.77,92.62,57.2,2.15,0.93
2015-08-01,2.19,16.58,14.2,8.39,3.61,85.4,31.95,1.78,0.98
2015-08-08,1.73,10.55,12.04,7.47,3.75,94.03,53.84,3.5,0.91
2015-08-15,0.91,8.41,4.99,1.26,-1.44,83.83,46.38,2.2,0.65
2015-08-22,1.81,12.39,11.1,5.86,1.28,93.85,44.48,2.39,0.67
2015-08-29,2.23,14,14.61,8.76,4.52,88.51,39.24,2.71,0.69
2015-09-05,0.92,7.09,7.42,4.15,1.99,91,61.35,3.29,0.41
2015-09-12,1.03,11.03,5.92,1.31,-1.86,82.57,41.8,2.29,0.4
2015-09-19,1.73,17.3,10.32,5.11,0.71,88.09,38.22,0.3,0.42
2015-09-26,2.42,14.05,16.29,10.11,5.93,87.11,34.2,1.64,0.4
2015-10-03,2.28,19.41,14.09,7.94,2.89,87.67,26.26,1.99,0.69
2015-10-10,2.18,12.16,14.7,9.38,5.12,88.16,41.81,2.09,0.71
2015-10-17,1.62,10.86,10.54,5.94,2.18,91.3,47.24,3.02,1.1
2015-10-24,1.54,12.93,9.67,4.85,1.15,90.75,46.4,2.71,0.99
2015-10-31,2.02,15.76,14.11,8.83,4.91,78.53,36.61,2.27,0.9
2015-11-07,1.17,8.7,8.13,4.28,1.89,86.22,49.62,3.1,0.87
2015-11-14,0.94,7.83,5.9,2.74,0.34,90.13,59.86,2.23,0.96
2015-11-21,2.03,17.64,13.98,8.75,4.4,85.6,36.82,0.74,1.05
2015-11-28,1.41,12.55,7.06,2.25,-1.95,85.24,43.7,2.62,1.17
2015-12-05,1.38,10.07,7.44,3.31,-0.4,91.39,58.56,3.7,1.18
2015-12-12,1.59,11.17,9.46,4.92,0.91,91.68,59.35,3.13,1.29
2015-12-19,1.55,14.55,8.61,3.23,-0.78,78.11,37.67,0.99,1.13
2015-12-26,1.52,10.32,9.12,4.72,1.14,89.55,47.73,2.69,0.84
2016-01-02,1.37,8.82,8.43,5.18,2.49,94.39,58.47,4.41,0.86
2016-01-09,1.37,10.95,5.84,1.47,-2.07,89.48,53.55,3.57,0.9
2016-01-16,1.73,15.04,12.28,6.47,2.53,67.89,20.75,0.2,0.91
2016-01-23,1.72,14.76,13.57,8.11,4.42,66.35,23.37,2.12,0.92
2016-01-30,2.01,15.31,20.11,13.02,8.67,63.18,17.96,-0.4,1
2016-02-06,1.9,14.02,17.41,11.7,6.69,59.56,18.12,0.01,1.15
2016-02-13,1.59,12.96,9.31,3.79,-0.18,75.69,18.7,0.94,1.21
2016-02-20,1.7,13.39,12.41,7.08,2.34,66.59,20.71,0.31,1.6
2016-02-27,1.74,13.68,14.71,9,4.9,57.73,21.82,0.47,0.78
2016-03-05,1.73,13.07,14.98,9.39,5.33,54.61,17.21,1,0.85
2016-03-12,1.78,12.98,16.8,11.48,7.78,79.24,38.01,1.38,0.87
2016-03-19,1.72,13.27,15.65,10.45,7.06,59.34,26.54,0.45,0.81
2016-03-26,1.65,12.48,10.55,7.9,3.79,61.55,33.04,2.13,0.77
2016-04-02,1.57,12.42,9.56,5.39,2.6,94.98,51.79,2.46,0.79
2016-04-09,1.58,11.5,8.88,5.19,1.66,96.67,56.44,3.94,1.01
2016-04-16,1.51,13.9,6.23,0.35,-4.22,73.88,28.29,0.66,1.1
2016-04-23,1.8,13.81,15.97,10.36,6.05,75.42,35.09,0.91,0.84
2016-04-30,1.74,12.53,14.05,9.73,5.79,99.22,36.64,2.79,1.25
2016-05-07,1.54,11.12,8.9,5.43,2.2,100.55,60.52,3.76,0.89
2016-05-14,1.51,8.85,8.59,5.1,2.13,108.8,64.47,4.09,0.74
2016-05-21,1.72,13.68,11.76,6.79,2.53,94.48,40.09,2.2,0.99
2016-05-28,1.44,9.15,8.11,4.69,2.25,103.7,62.56,4.38,0.85
2016-06-04,1.37,8.15,6.28,2.85,-0.21,96.43,66.14,4.12,0.84
2016-06-11,1.42,10.17,7.64,2.88,-0.5,90.42,44.22,2.89,0.73
2016-06-18,1.69,17.61,11.06,5.62,1.96,77.72,31.33,0.8,0.98
2016-06-25,1.51,11.16,9.6,5.42,2.3,97.42,49.24,0.62,0.88
2016-07-02,1.94,9.86,14.26,9.36,5.78,94.7,51.44,2.78,0.8
2016-07-09,1.69,12.1,11.27,6.67,2.93,96.58,51.93,3.71,0.92
2016-07-16,1.75,11.94,11.5,6.67,2.42,92.86,46.41,3.37,1.38
2016-07-23,1.01,10.32,3.5,0.08,-3.57,84.64,45.57,3.52,1.13
2016-07-30,1.4,12.98,7.62,3.21,-0.79,76.77,37.63,1.72,0.99
2016-08-06,1.21,6.73,7.59,3.9,0.79,85.98,55.95,3.01,0.76
2016-08-13,1.22,11.37,7.01,2.67,-0.59,86.75,40.99,1.92,0.88
2016-08-20,1.72,13.13,10.43,5.13,0.88,87.69,41.23,2.5,1.08
2016-08-27,1.12,6.45,8.3,4.68,2.36,95.28,67.05,3.51,0.84
2016-09-03,1.31,9.17,8.67,4.31,1.32,89.8,49.96,3,0.68
2016-09-10,1.04,9.89,6.1,2.36,-0.96,91,55.63,3.23,1.08
2016-09-17,1.43,11.11,8.54,3.67,0.13,90.14,45.66,2.32,0.88
2016-09-24,1.59,12.29,10.18,5.48,1.81,91.42,48.81,3.1,1.03
2016-10-01,1.49,12.17,10.13,5.41,2.15,90.83,45.91,1.86,0.9
2016-10-08,1.55,9.81,10.32,5.9,2.32,90.81,53.54,3.11,0.95
2016-10-15,1.68,17.48,9.77,4.7,0.24,77.16,37.66,0.84,1.03
2016-10-22,1.29,6.38,9.63,5.31,2.94,88.44,51.96,1.98,0.63
2016-10-29,1.2,8.77,8.34,4.54,1.73,91.18,56.83,2.84,0.82
2016-11-05,1.41,12.47,7.41,2.46,-1.7,83.95,41.04,3.49,0.96
2016-11-12,1.8,14.23,10.81,5,0.69,86.22,36.48,2.43,0.92
2016-11-19,1.81,16.02,10.93,5.36,0.51,84.42,42.71,2.55,0.99
2016-11-26,1.93,14.92,13.65,8.01,4.35,91.17,43.25,2.78,0.85
2016-12-03,1.93,16.16,12.59,7.31,2.65,83.38,34.27,1.96,1.04
2016-12-10,1.75,12.84,13.2,8.15,5.05,85.96,40.71,1.87,0.75
2016-12-17,1.45,9.99,8.48,4.31,1.02,91.73,48.87,3.85,0.61
2016-12-24,1.85,16.58,12.79,6.95,2.68,93.18,33.27,1.31,0.74
2016-12-31,1.61,15.76,9.42,3.89,-0.42,81.69,32.87,2,0.93
2017-01-07,1.29,10.53,4.27,0.07,-3.21,89.54,42.47,2.72,0.56
2017-01-14,1.54,9.13,9.53,5.54,2.21,96.05,59.69,4.28,0.68
2017-01-21,1.43,9.89,7.35,3.74,0.68,100.03,61.33,3.29,0.61
2017-01-28,1.82,15.89,13.17,6.84,1.95,76.92,22.65,-0.28,0.8
2017-02-04,1.51,12.14,6.16,1.5,-2.72,92.61,47.68,3.25,0.64
2017-02-11,1.57,13.2,8.35,3.38,-0.96,83.13,33.12,1.1,0.66
2017-02-18,1.57,10.48,10.63,7.46,4.51,103.98,81.7,2.94,0.64
2017-02-25,1.67,12.89,11.81,6.83,1.94,80.45,37.28,1.88,0.95
2017-03-04,1.66,13.96,12.14,6.62,2.21,56.87,20.67,0.47,0.95
2017-03-11,1.78,13.56,15.69,10.02,5.82,60.9,24.35,1,0.85
2017-03-18,1.64,12.86,11.93,7.42,3.85,73.39,32.87,1.38,0.75
2017-03-25,1.75,13.12,15.18,9.67,4.73,67.05,21.11,0.45,1.47
2017-04-01,1.65,13.01,14.4,9.5,6.69,47.55,22.04,2.13,0.92
2017-04-08,1.57,13.24,8.19,2.85,-1.83,66.12,19.08,0.89,1.46
2017-04-15,1.52,12.67,6.08,0.55,-4.42,85.96,39.58,2.35,1.01
2017-04-22,1.51,14.27,5.8,1.14,-2.44,67.31,34.43,0.66,1.21
2017-04-29,1.63,15,11.41,6.16,2.96,57.13,27.95,0.91,0.8
2017-05-06,1.52,10.21,9.79,6.92,4.65,100.51,72.07,3.18,0.76
2017-05-13,1.54,10.26,8.73,5.43,2.41,102.69,59.09,3.36,0.7
2017-05-20,1.78,14.29,13.96,8.33,4.4,84.52,38.05,1.09,0.81
2017-05-27,1.78,14.1,12.74,7.38,2.84,83.33,36.52,2.25,1.1
2017-06-03,1.59,12.3,10.45,6.53,2.97,92.41,50.84,3.59,1.21
2017-06-10,1.7,13.82,11.11,6.66,2.4,84.14,38.85,2.28,1.41
2017-06-17,1.95,15.06,14.63,8.82,4.36,67.28,28.79,0.86,1.17
2017-06-24,1.8,9.04,13.51,9.72,6.22,98.43,58.48,2.36,1.13
2017-07-01,2.03,15.35,14.91,8.82,4.18,84.56,37.81,1.03,1.02
2017-07-08,1.84,11.64,12.44,7.26,3.25,80.98,43.16,3.07,0.96
2017-07-15,2.18,14.91,15.33,9.27,4.2,93.01,31.79,2.61,1.18
2017-07-22,1.35,15.39,6.16,1.16,-3.68,70.43,25.41,1.49,1.64
2017-07-29,1.14,10.18,5.99,2.24,-1.19,89.49,61.43,3.84,1.34
2017-08-05,1.27,12.32,6.94,2.42,-1.12,91.19,46.77,3.02,0.89
2017-08-12,1.38,11.95,8.46,4.05,0.61,85.98,43.8,2.39,1.11
2017-08-19,1.99,12.65,13.05,7.4,3.28,89.46,38.99,2.7,1.14
2017-08-26,2.11,16.81,12.92,6.97,1.93,76.41,27.81,-0.43,1.07
2017-09-02,2.11,12.03,14.68,8.81,5.26,95.28,40.34,2.68,0.9
2017-09-09,1.76,14.81,10.33,4.97,0.25,87.8,39.81,2.59,1.08
2017-09-16,2.28,17.74,14.43,8.63,3.94,85.29,30.06,2.51,1.16
2017-09-23,2.41,17.28,14.85,8.61,3.61,92.99,32.23,2.71,1.1
2017-09-30,0.97,7.1,6.53,2.78,0.04,92.42,62.1,3.87,1
2017-10-07,1.96,16.2,11.84,6.43,1.79,87.26,34.48,1.7,1.04
2017-10-14,1.57,12.63,10.33,5.98,2.31,88.09,46.97,3.37,1.13
2017-10-21,1.67,13.73,10.34,5.47,1.3,88.73,44.52,2.83,1.03
2017-10-28,1.52,10.86,8.2,3.74,-0.79,83.16,45.53,2.49,0.99
2017-11-04,2.18,15.2,14.4,9.15,4.54,87.32,40.55,1.76,1.08
2017-11-11,1.69,11.82,10.06,4.61,0.15,92.67,48.32,3.19,1.32
2017-11-18,1.69,11.99,10.71,5.96,1.89,87.79,44.48,2.17,0.98
2017-11-25,1.78,16.12,10.55,4.77,0.21,85.13,31.29,2.65,1.13
2017-12-02,1.95,12.38,12.58,6.85,2.35,88.31,36.11,3.1,1.22
2017-12-09,1.5,12.81,8.67,3.91,0.16,89.34,40.79,2.09,1.13
2017-12-16,1.02,6.33,4.34,1.52,-1.7,91.82,67.99,4.17,1.11
2017-12-23,1.29,11.57,5.97,1.57,-1.83,83.16,35.73,1.8,1.09
2017-12-30,1.52,10.99,9.12,4.68,1.22,92.32,47.42,3.07,0.83
2018-01-06,1.58,14.93,9.11,4.24,-0.18,82.98,37.87,1.91,1.01
2018-01-13,1.8,15.06,12.11,6.08,1.43,79.99,24.81,0.45,1.08
2018-01-20,1.84,15.72,14.52,8.96,4.7,65.54,27.21,0.14,0.98
2018-01-27,1.73,12.85,11.12,5.86,0.63,65.89,27.33,2.12,1.45
2018-02-03,1.69,14.01,10.59,4.95,0.12,72.92,24.22,-0.28,1.24
2018-02-10,1.48,11.78,7.64,3.07,0,96.9,54.53,4.05,0.74
2018-02-17,1.54,13.86,7.85,3.15,-0.76,83.56,32.27,2.4,1.42
2018-02-24,1.67,13.98,10.97,5.32,0.34,78.12,30.84,1.85,1.12
2018-03-03,1.5,11.88,4.39,-0.37,-4.96,83.59,37.99,2.3,1.1
2018-03-10,1.6,13.61,8.34,2.8,-2.03,75.73,27.39,2,1.13
2018-03-17,1.55,12.45,6.98,2.69,-1.47,105.04,61.21,4.92,1.19
2018-03-24,1.58,12.89,7.71,3.27,-0.91,79.24,41.15,1.38,1.02
2018-03-31,1.61,12.51,9.14,4.64,0.39,90.05,49.54,4.16,0.94
2018-04-07,1.85,13.63,17.35,8.5,3.19,114.55,45.04,2.13,0.67
2018-04-14,1.56,11.16,9.64,6.45,3.27,107.98,63.65,3.65,0.76
2018-04-21,1.52,12.4,8.2,4.73,1.78,100.39,68.58,4.59,0.74
2018-04-28,1.58,12.79,8.33,3.74,-0.22,103.02,39.01,2.88,1.26
2018-05-05,1.75,14.41,14.52,8.64,4.93,90.59,43.3,0.91,0.89
2018-05-12,1.53,11.5,8.62,5.22,2.38,92.37,56.07,3.36,0.92
2018-05-19,1.53,13.41,8.26,3.87,0.37,93.12,44.24,0.75,0.79
2018-05-26,1.48,11.6,7.82,3.17,-0.46,95.23,43.76,2.74,0.94
2018-06-02,1.46,12.53,6.96,2.53,-1.36,92.05,46.09,1.4,1.04
2018-06-09,1.24,12.2,2.74,-1.69,-5.29,83.7,46.56,2.17,0.81
